연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
4812,2022-08-29,2호선,신림,하차,114,667,1140,1864,1673,1349,1291,1463,1624,1898,2662,3056,4537,9298,8132,4426,4143,3404,1944,698
4813,2022-08-29,2호선,홍대입구,승차,764,1111,2546,3303,2060,1409,1517,1754,2047,2103,2618,3403,4442,6011,4460,3953,4711,4592,2086,353
4814,2022-08-29,2호선,홍대입구,하차,122,632,1655,4359,4366,2828,2692,3344,3302,3325,3593,4178,5105,7003,5085,2587,1763,1452,991,405
4815,2022-08-29,4호선,서울역,승차,192,240,480,599,429,359,391,414,449,482,625,786,1770,2640,875,543,443,328,169,27
4816,2022-08-29,4호선,서울역,하차,40,540,1628,3561,1944,895,795,864,920,873,838,903,1079,1068,798,524,475,326,178,74
4817,2022-08-29,4호선,사당,승차,409,1060,2579,3395,2897,1405,1100,1082,1066,1046,1053,1098,1428,1662,1095,897,898,746,339,50
4818,2022-08-29,4호선,사당,하차,75,602,920,1521,1034,719,873,774,794,704,1035,1186,1872,3311,2098,1062,909,884,461,157
4819,2022-08-29,7호선,건대입구,승차,147,188,543,795,659,551,572,587,653,938,1002,1129,1574,1320,898,841,763,621,303,69
4820,2022-08-29,7호선,건대입구,하차,46,302,822,1911,1374,1018,792,710,887,708,658,701,915,1466,951,447,376,321,175,99
4821,2022-08-30,1호선,서울역,승차,272,441,1685,2629,1934,1701,1889,2291,2351,1930,2510,3205,5586,8382,3666,2415,2538,1442,724,67
4822,2022-08-30,1호선,서울역,하차,240,1548,4288,8811,5624,2627,1948,2167,2088,1684,1957,2137,2409,2902,1609,1033,929,720,357,105
4823,2022-08-30,2호선,잠실,승차,399,1829,4816,6828,4474,2649,2312,2537,2583,2639,3105,3660,5272,8190,4682,4316,3493,2972,801,141
4824,2022-08-30,2호선,잠실,하차,125,1235,2939,7117,5098,3223,2816,2973,2714,2731,3080,3750,5639,8822,5536,3310,2613,2608,1235,349
4825,2022-08-30,2호선,삼성,승차,200,258,568,800,748,823,1219,1374,1781,1978,2858,3703,8248,13216,6442,4593,3766,2531,862,137
4826,2022-08-30,2호선,삼성,하차,217,1571,6078,15225,10656,4155,2272,1912,2276,1930,1648,1499,2048,2355,1219,671,428,361,221,136
4827,2022-08-30,2호선,강남,승차,279,552,1525,2650,2000,1747,2096,2480,2849,3291,4322,4905,9112,13619,8274,5954,6432,5973,2614,589
4828,2022-08-30,2호선,강남,하차,423,1950,6355,13563,12454,5422,3477,2814,3496,2989,2973,3058,4089,6662,3574,1723,1253,1185,557,272
4829,2022-08-30,2호선,사당,승차,423,1058,2996,4626,3134,1824,1297,1523,1376,1420,1597,1834,2525,3625,2241,1930,2064,1742,960,215
4830,2022-08-30,2호선,사당,하차,162,888,1879,3054,1798,1312,1551,1422,1507,1377,1815,2325,3714,6263,4289,2489,2177,2041,1049,417
4831,2022-08-30,2호선,신림,승차,1373,2782,8124,12061,6591,2810,2041,2225,2055,1814,1816,2173,2342,2563,1705,1367,1333,1116,660,165
4832,2022-08-30,2호선,신림,하차,139,602,1105,1888,1611,1206,1281,1344,1631,1766,2415,3063,4586,8557,8687,4516,3817,3876,2142,792
4833,2022-08-30,2호선,홍대입구,승차,526,999,2415,3357,2114,1277,1472,1735,1882,2011,2472,3279,4146,5706,4229,3606,4208,4529,2273,433
4834,2022-08-30,2호선,홍대입구,하차,125,532,1638,4304,4529,2845,2352,3012,3130,2860,3234,3594,4838,6957,5098,2583,1832,1713,1032,450
4835,2022-08-30,4호선,서울역,승차,163,248,510,642,424,388,417,433,462,438,488,714,1754,2680,855,600,454,386,161,33
4836,2022-08-30,4호선,서울역,하차,31,455,1573,3524,2036,962,747,741,895,691,880,996,1021,1048,784,493,393,473,240,73
4837,2022-08-30,4호선,사당,승차,357,990,2806,3475,2902,1568,1012,1019,1019,909,975,1107,1549,1773,1118,960,1022,784,415,73
4838,2022-08-30,4호선,사당,하차,55,520,903,1529,1115,756,822,780,709,774,832,1116,2014,3288,2279,1186,1069,903,563,205
4839,2022-08-30,7호선,건대입구,승차,120,189,522,839,626,578,626,580,693,899,1076,1234,1569,1399,902,939,766,621,312,81
4840,2022-08-30,7호선,건대입구,하차,38,277,821,1931,1303,1137,767,786,830,725,645,681,1002,1534,956,516,389,318,199,101
4841,2022-08-31,1호선,서울역,승차,373,432,1667,2626,1928,1693,2035,2312,2523,2069,2621,3392,5846,8320,3879,2478,2625,1683,862,81
4842,2022-08-31,1호선,서울역,하차,270,1534,4138,9270,5524,2513,2031,2196,2224,1757,2222,2274,2625,2923,1788,1221,1073,851,462,108
4843,2022-08-31,2호선,잠실,승차,413,1931,5002,6969,4613,2661,2508,2708,2846,3085,4088,4615,6056,8225,5021,5066,4296,3017,1061,175
4844,2022-08-31,2호선,잠실,하차,172,1142,2949,7924,6444,3649,3065,3014,3034,2881,3519,4023,6133,8926,5830,3366,3030,3074,1581,446
4845,2022-08-31,2호선,삼성,승차,186,241,556,780,811,809,1146,1273,1779,2263,2882,3820,8165,12658,6275,4265,3745,2641,949,188
4846,2022-08-31,2호선,삼성,하차,210,1624,5911,15594,10475,3592,2346,1947,2134,1865,1833,1686,2212,2537,1257,556,510,406,244,153
4847,2022-08-31,2호선,강남,승차,275,610,1680,2663,1870,1688,2089,2301,2890,3414,4434,5532,9519,13232,8261,5854,7065,6466,3103,700
4848,2022-08-31,2호선,강남,하차,434,1996,6535,13149,12261,5013,3462,2960,3613,3197,2851,3500,4807,6764,3909,1815,1494,1243,835,266
4849,2022-08-31,2호선,사당,승차,502,1046,3225,4666,3022,1742,1352,1496,1682,1684,1800,2048,2686,3701,2146,1911,2072,2152,1220,241
4850,2022-08-31,2호선,사당,하차,140,968,1926,3178,1765,1420,1571,1558,1491,1621,1763,2398,4183,6673,4249,2438,2230,2273,1349,571
4851,2022-08-31,2호선,신림,승차,1440,2864,8251,12217,6580,3036,2254,2405,2271,2105,2108,2354,2722,2992,1864,1530,1419,1314,671,161
4852,2022-08-31,2호선,신림,하차,126,672,1183,1878,1644,1372,1438,1603,1696,2068,2623,3103,4984,8981,7950,4581,4424,3984,2588,1002
4853,2022-08-31,2호선,홍대입구,승차,666,979,2622,3406,2001,1388,1674,1811,2143,2288,2922,3590,4912,6022,4514,4279,5153,5448,2679,465
4854,2022-08-31,2호선,홍대입구,하차,132,636,1712,4353,4476,2835,2850,3291,3545,3718,3906,4321,5575,7902,5627,2439,2171,1755,1251,590
4855,2022-08-31,4호선,서울역,승차,182,231,497,604,453,342,381,505,457,499,536,714,1855,2680,919,554,510,473,247,37
4856,2022-08-31,4호선,서울역,하차,38,435,1573,3637,1881,798,724,914,937,727,928,956,1145,1148,851,547,478,470,236,94
4857,2022-08-31,4호선,사당,승차,394,964,3009,3671,2595,1389,1048,1116,1028,1079,1018,1226,1569,1803,1096,1030,983,1012,457,84
4858,2022-08-31,4호선,사당,하차,63,515,916,1614,992,732,859,805,800,790,914,1191,2143,3561,2252,1259,1017,1050,624,228
4859,2022-08-31,7호선,건대입구,승차,152,185,486,785,602,505,625,543,645,861,1109,1266,1485,1349,996,969,839,752,372,69
4860,2022-08-31,7호선,건대입구,하차,41,287,779,1966,1239,1055,756,720,805,727,656,671,1071,1581,968,479,455,343,215,140
4861,2022-09-01,1호선,서울역,승차,334,479,1609,2889,2016,1704,2049,2200,2454,1966,2719,3521,5627,8364,3643,2433,2610,1746,793,84
4862,2022-09-01,1호선,서울역,하차,309,1708,4379,9527,5798,2446,2218,2036,2146,1811,2229,2135,2746,3041,1737,1203,1136,854,478,124
4863,2022-09-01,2호선,잠실,승차,465,1930,5038,7348,5288,3077,2659,2813,2979,2889,3574,4413,5947,7993,4878,4874,3923,3163,988,191
4864,2022-09-01,2호선,잠실,하차,162,1228,3235,7436,5908,3370,3123,2996,2901,3077,3643,4251,6037,9195,5874,3438,3318,3193,1615,423
4865,2022-09-01,2호선,삼성,승차,195,270,620,831,832,843,1219,1403,1789,2182,2719,3792,7946,12685,6439,4312,3953,2616,915,150
4866,2022-09-01,2호선,삼성,하차,217,1740,6193,14971,10666,3628,2275,1994,2278,1818,1597,1722,2052,2640,1354,603,491,460,227,152
4867,2022-09-01,2호선,강남,승차,301,634,1751,2865,1960,1910,2156,2606,3246,3499,4606,5043,9316,13672,8250,5992,7033,6488,3016,717
4868,2022-09-01,2호선,강남,하차,485,2114,6902,13477,12839,5314,3384,3144,3548,3186,2926,3451,4588,6819,4359,2036,1545,1251,777,302
4869,2022-09-01,2호선,사당,승차,474,1107,3467,4680,3206,1763,1462,1590,1570,1635,1693,2431,2768,3794,2253,2086,2214,2211,1223,228
4870,2022-09-01,2호선,사당,하차,144,1033,2115,3157,1925,1484,1613,1494,1472,1540,1908,2668,4143,6859,4387,2372,2415,2375,1378,548
4871,2022-09-01,2호선,신림,승차,1453,3036,8652,12453,6733,3160,2326,2365,2237,2005,2037,2345,2658,3004,1831,1544,1517,1258,698,184
4872,2022-09-01,2호선,신림,하차,153,708,1189,1976,1616,1467,1465,1541,1812,1896,2535,3450,4664,9554,7942,4828,4395,4250,2534,971
4873,2022-09-01,2호선,홍대입구,승차,627,1053,2710,3480,2259,1464,1683,2014,2255,2643,3302,4226,4961,6396,4665,4510,5306,5581,2763,445
4874,2022-09-01,2호선,홍대입구,하차,136,645,1769,5073,5945,3402,3086,3302,3467,3232,3742,4353,5978,8360,5333,2895,2194,1973,1343,655
4875,2022-09-01,4호선,서울역,승차,190,235,532,633,456,362,447,422,455,458,576,837,1808,2666,835,582,487,376,191,38
4876,2022-09-01,4호선,서울역,하차,47,467,1727,3598,1982,861,768,715,772,810,793,891,1089,1192,757,525,466,515,237,99
4877,2022-09-01,4호선,사당,승차,406,1107,3223,3725,2888,1574,1129,1166,1048,1022,1122,847,1476,1704,1132,1069,1080,1187,486,95
4878,2022-09-01,4호선,사당,하차,67,606,1083,1581,969,785,924,862,783,833,914,1486,2238,3655,2314,1197,1219,1103,678,264
4879,2022-09-01,7호선,건대입구,승차,137,206,506,838,631,563,570,610,676,845,1061,1265,1476,1383,991,959,869,768,382,76
4880,2022-09-01,7호선,건대입구,하차,40,296,844,1839,1193,1103,699,783,801,729,729,768,1068,1591,1021,512,453,365,218,135
4881,2022-09-02,1호선,서울역,승차,327,473,1648,2612,1911,1755,2142,2458,2635,2340,3285,4173,6617,8929,3996,2979,3201,2016,1005,101
4882,2022-09-02,1호선,서울역,하차,274,1541,4121,8788,5292,2587,2133,2399,2459,2359,2565,2778,3814,4156,2680,1678,1350,1033,683,148
4883,2022-09-02,2호선,잠실,승차,441,1909,5216,6888,4637,2722,2614,2926,3231,3368,4222,5991,7155,9050,5147,4861,4690,3704,1298,273
4884,2022-09-02,2호선,잠실,하차,182,1091,3064,7475,6736,3776,3205,3369,3596,3696,3826,5109,6820,9561,6348,3470,2978,3493,1915,703
4885,2022-09-02,2호선,삼성,승차,195,257,586,798,817,953,1345,1581,2092,2785,3301,4351,9125,12657,5811,4000,3569,2463,760,111
4886,2022-09-02,2호선,삼성,하차,205,1690,6010,14530,9636,3561,2663,2181,2532,2403,2057,2073,2502,3002,1436,601,457,419,251,235
4887,2022-09-02,2호선,강남,승차,329,620,1688,2636,1867,1938,2407,2919,3616,4004,4903,5829,10341,13636,8383,6083,6494,7166,4373,1147
4888,2022-09-02,2호선,강남,하차,466,2016,6598,12968,12674,5341,3460,3338,3941,3575,3609,3976,5640,8932,5475,2332,1633,1851,1139,525
4889,2022-09-02,2호선,사당,승차,494,1014,3263,4619,2933,1805,1478,1676,1697,1733,1889,2255,3240,4124,2399,2200,2391,2724,1935,430
4890,2022-09-02,2호선,사당,하차,186,939,1897,3014,1875,1375,1615,1600,1669,1719,2146,2878,4852,7892,4753,2624,2270,2560,1863,778
4891,2022-09-02,2호선,신림,승차,1468,2931,8111,12015,6649,3255,2382,2488,2250,2129,2182,2694,2967,3414,2240,1737,1503,1499,894,310
4892,2022-09-02,2호선,신림,하차,139,726,1171,1916,1641,1429,1418,1590,1750,2172,2734,3650,5451,9033,8444,4527,4486,4126,3202,1364
4893,2022-09-02,2호선,홍대입구,승차,702,984,2696,3312,2184,1519,1818,2200,2531,2777,3416,4271,5211,6534,4972,4408,5598,6505,4129,905
4894,2022-09-02,2호선,홍대입구,하차,140,613,1695,4584,5308,3314,3152,3411,4057,3794,4069,4892,6937,10171,7526,4217,2842,2859,2119,1087
4895,2022-09-02,4호선,서울역,승차,178,239,508,604,494,385,494,537,503,521,573,883,1865,2637,847,532,494,376,264,37
4896,2022-09-02,4호선,서울역,하차,35,446,1543,3393,1804,919,737,913,1006,900,1023,1034,1519,1660,1308,721,593,661,345,139
4897,2022-09-02,4호선,사당,승차,406,1034,2919,3785,2516,1653,1179,1258,1244,1183,1252,1403,1866,2121,1409,1127,1268,1382,901,145
4898,2022-09-02,4호선,사당,하차,70,522,999,1567,928,818,842,936,826,868,1147,1628,2557,4427,2518,1273,1093,1272,853,390
4899,2022-09-02,7호선,건대입구,승차,145,187,531,766,662,556,567,623,683,877,957,1138,1552,1400,1020,984,821,781,460,119
4900,2022-09-02,7호선,건대입구,하차,48,293,802,1747,1107,939,684,757,837,719,775,794,1209,1758,1204,639,437,455,300,193
4901,2022-09-03,1호선,서울역,승차,353,286,603,1429,1851,2428,2977,3252,3020,2526,3118,3281,3116,2435,2192,1823,2060,1538,565,9
4902,2022-09-03,1호선,서울역,하차,254,1186,1695,1989,2849,2555,2433,2868,2783,2413,2532,2539,2622,2149,1786,1585,1544,1118,652,51
4903,2022-09-03,2호선,잠실,승차,366,945,1113,2062,2486,2636,3258,3858,4238,4575,5226,6462,6553,5629,5002,5606,5329,4220,1260,0
4904,2022-09-03,2호선,잠실,하차,144,1053,1173,2296,4178,4289,4499,5297,5679,5507,5659,5916,5440,4396,3052,3145,2599,2626,1611,0
4905,2022-09-03,2호선,삼성,승차,160,175,269,315,420,576,927,1508,2073,2180,3007,3673,4049,4114,3679,3471,2935,1654,359,0
4906,2022-09-03,2호선,삼성,하차,73,802,1059,1784,2673,2952,3332,3692,3704,3531,2800,2605,2529,1501,741,551,389,348,198,336
4907,2022-09-03,2호선,강남,승차,484,640,548,756,1213,1888,2882,3604,4311,4598,5367,6213,5818,4508,3555,3695,4639,5004,2720,3
4908,2022-09-03,2호선,강남,하차,259,979,1144,3290,6235,4531,4170,4778,5381,4762,3904,4357,4795,4182,2833,2490,1810,1520,1134,3
4909,2022-09-03,2호선,사당,승차,374,582,860,1213,1726,1819,2134,2166,2397,2400,2549,2419,2340,2034,2011,2008,2180,2016,1175,7
4910,2022-09-03,2호선,사당,하차,167,1193,931,1246,1650,1741,2130,2201,2332,2210,2534,3103,3597,3216,2280,2129,2258,2263,1626,131
4911,2022-09-03,2호선,신림,승차,1138,1679,2254,3705,4040,3538,3424,3755,3535,3267,3120,3257,3076,2417,1984,1668,1535,1400,796,7
4912,2022-09-03,2호선,신림,하차,139,656,663,946,1377,1677,1860,2139,2688,2600,3060,3676,4265,4024,3943,3439,3923,3372,2639,423
4913,2022-09-03,2호선,홍대입구,승차,1274,1019,884,1186,1444,1670,2074,2694,3340,4197,4993,6311,6599,6002,6116,6347,7405,7495,3970,15
4914,2022-09-03,2호선,홍대입구,하차,140,539,569,1375,2770,3646,5865,7738,8186,7917,7690,7952,8158,6649,5088,3702,3090,2514,2162,566
4915,2022-09-03,4호선,서울역,승차,170,176,205,266,370,391,523,533,521,498,467,525,599,476,292,301,333,261,134,0
4916,2022-09-03,4호선,서울역,하차,42,328,501,641,976,784,1004,1157,1145,1022,1008,1134,1249,1052,993,788,1013,724,456,71
4917,2022-09-03,4호선,사당,승차,317,455,648,1187,1499,1568,1789,1774,2126,1746,1831,1763,1437,1211,1097,1044,1141,1056,432,3
4918,2022-09-03,4호선,사당,하차,70,642,514,573,780,963,1179,1348,1259,1302,1406,1706,1970,1875,1248,1080,1206,1142,784,167
4919,2022-09-03,7호선,건대입구,승차,148,116,193,304,424,454,665,781,786,888,974,957,1026,1002,946,926,888,852,381,1
4920,2022-09-03,7호선,건대입구,하차,31,159,347,530,726,798,996,987,1158,985,1130,1193,1152,996,772,572,448,413,279,145
4921,2022-09-04,1호선,서울역,승차,198,190,277,645,1056,1492,1538,2006,2171,1709,2366,2348,2525,2511,2194,1988,2137,1539,466,1
4922,2022-09-04,1호선,서울역,하차,131,646,832,966,1577,1655,1565,2041,2087,2130,2322,2353,2488,2148,2066,1707,1337,736,301,33
4923,2022-09-04,2호선,잠실,승차,212,539,629,1147,1460,1520,1939,2528,2953,3237,3582,3932,4144,4204,3543,4324,3165,2241,521,0
4924,2022-09-04,2호선,잠실,하차,87,593,732,1493,2471,2528,3551,3593,4023,3509,3342,3123,3364,2719,2269,1889,1659,1379,754,0
4925,2022-09-04,2호선,삼성,승차,96,132,215,170,296,368,630,919,1640,1771,2174,3196,3125,3622,3422,3271,2177,1259,218,0
4926,2022-09-04,2호선,삼성,하차,47,546,640,1319,1879,2493,2893,3087,3556,2620,1982,1691,1399,894,591,398,340,199,100,132
4927,2022-09-04,2호선,강남,승차,517,546,388,560,722,823,1077,1786,1908,2127,2222,2482,2931,2891,2571,2753,2933,2727,1025,4
4928,2022-09-04,2호선,강남,하차,126,444,588,1192,2177,1784,1934,2632,2905,2333,2346,2470,2466,2297,1649,1271,1020,801,437,3
4929,2022-09-04,2호선,사당,승차,261,320,468,726,1112,1115,1234,1369,1425,1548,1532,1653,1544,1428,1429,1488,1346,1120,489,9
4930,2022-09-04,2호선,사당,하차,72,726,514,536,953,954,1155,1489,1582,1477,1535,1920,2012,2091,1850,1503,1487,1310,709,48
4931,2022-09-04,2호선,신림,승차,628,940,1279,2064,2855,2413,2390,2660,2523,2337,2120,2255,2035,1954,1680,1443,1117,998,419,2
4932,2022-09-04,2호선,신림,하차,118,526,431,623,1095,1380,1337,1578,1965,2010,2042,2476,2652,2909,2561,2481,2862,2241,1445,3
4933,2022-09-04,2호선,홍대입구,승차,1705,1134,674,837,953,1162,1417,1952,2565,2484,2975,3525,4102,4594,4194,4551,4607,3883,1557,11
4934,2022-09-04,2호선,홍대입구,하차,76,285,322,682,1623,2330,3574,4728,4989,4355,4333,4320,4340,3568,2466,1768,1498,1271,678,174
4935,2022-09-04,4호선,서울역,승차,97,103,107,197,299,273,345,359,343,321,349,364,366,325,220,206,197,120,72,3
4936,2022-09-04,4호선,서울역,하차,21,224,232,338,495,525,508,823,831,845,884,927,1084,949,860,938,843,489,251,45
4937,2022-09-04,4호선,사당,승차,185,254,383,668,921,1015,1029,1237,1271,1144,1095,1021,931,859,998,824,782,586,181,4
4938,2022-09-04,4호선,사당,하차,35,483,349,367,508,573,664,883,1022,867,961,1099,1270,1453,1020,895,881,688,380,81
4939,2022-09-04,7호선,건대입구,승차,91,83,125,183,257,212,290,447,517,515,638,630,601,668,606,768,544,421,225,0
4940,2022-09-04,7호선,건대입구,하차,30,130,142,253,463,468,511,695,715,748,631,633,639,539,500,341,320,264,153,76
4941,2022-09-05,1호선,서울역,승차,282,509,2180,2925,1916,1696,1844,1929,2003,1703,2276,2943,5784,7977,3311,2143,2017,1081,517,64
4942,2022-09-05,1호선,서울역,하차,312,1839,4294,9177,5319,2072,1745,1923,1833,1660,1889,1968,2427,2970,1546,973,815,473,208,66
4943,2022-09-05,2호선,잠실,승차,432,1827,4660,6729,4792,2691,2174,2261,2257,2209,3121,3288,5466,6693,4027,3621,3027,1615,696,119
4944,2022-09-05,2호선,잠실,하차,164,1168,3154,7178,5045,2629,2825,2381,2449,2716,2778,3546,5840,8008,5291,2873,2347,1654,803,174
4945,2022-09-05,2호선,삼성,승차,142,270,565,846,768,753,1145,1435,1951,2567,3413,4708,10415,13941,6971,4450,3340,1948,541,102
4946,2022-09-05,2호선,삼성,하차,199,1662,5809,15388,10417,4966,3190,2429,2710,2047,1641,1563,1630,1876,1077,512,407,252,122,58
4947,2022-09-05,2호선,강남,승차,229,551,1388,2660,2189,1778,2131,2514,3002,3198,4267,4790,9951,13585,7616,5093,4829,3468,1232,280
4948,2022-09-05,2호선,강남,하차,449,2030,6561,13945,12888,5295,3206,2653,2974,2505,2454,2736,3410,4405,2735,1163,928,600,361,136
4949,2022-09-05,2호선,사당,승차,405,1114,3101,4647,3154,1519,1136,1347,1248,1304,1300,1650,2381,3345,1948,1490,1306,1194,520,124
4950,2022-09-05,2호선,사당,하차,140,930,1982,2985,1836,1195,1328,1298,1262,1251,1535,2243,3096,5706,3882,1924,1598,1241,630,212
4951,2022-09-05,2호선,신림,승차,1313,2826,8471,12220,6618,2794,2047,2090,1742,1552,1642,1875,2062,2185,1402,1078,1019,791,377,99
4952,2022-09-05,2호선,신림,하차,114,624,1131,1836,1689,1280,1113,1370,1444,1543,2278,3118,3753,10046,7829,4215,3325,2974,1421,572
4953,2022-09-05,2호선,홍대입구,승차,512,1019,2578,3378,2097,1390,1519,1795,1972,2032,2442,3126,4047,5303,3624,3192,3190,2980,1175,206
4954,2022-09-05,2호선,홍대입구,하차,116,558,1695,4650,5653,2936,2480,2275,2596,2064,2365,2604,3477,5718,3922,1956,1427,1277,658,263
4955,2022-09-05,4호선,서울역,승차,134,233,501,603,441,299,397,397,398,413,476,606,1908,2595,845,506,375,303,94,18
4956,2022-09-05,4호선,서울역,하차,29,511,1699,3149,1854,816,696,779,700,696,788,840,945,954,744,431,341,250,148,63
4957,2022-09-05,4호선,사당,승차,336,1032,2682,3594,2767,1368,975,976,884,805,801,918,1339,1611,988,761,693,586,252,38
4958,2022-09-05,4호선,사당,하차,55,544,985,1538,1061,700,771,818,699,777,894,1133,1849,3062,1889,1054,767,649,293,127
4959,2022-09-05,7호선,건대입구,승차,111,186,507,847,694,584,571,583,602,851,1046,1142,1615,1415,825,921,643,451,190,54
4960,2022-09-05,7호선,건대입구,하차,49,304,857,1932,1259,1068,706,707,779,683,636,659,923,1526,948,503,362,272,142,53
4961,2022-09-06,1호선,서울역,승차,262,398,1636,2003,1457,1039,1180,1403,1392,1762,1944,2375,4527,7176,3048,1940,2023,1316,590,56
4962,2022-09-06,1호선,서울역,하차,204,1008,3061,6942,4027,2553,1787,2053,1965,1645,1727,1711,2344,2629,1510,1081,960,717,432,114
4963,2022-09-06,2호선,잠실,승차,386,1706,4943,5866,3784,2355,2149,2364,2535,2416,2860,3502,5014,6646,3811,3890,3438,2459,846,142
4964,2022-09-06,2호선,잠실,하차,141,959,2438,5276,3873,2783,2530,2618,2393,2773,2998,3846,5089,8425,5063,3089,2678,2801,1323,349
4965,2022-09-06,2호선,삼성,승차,212,241,562,697,698,764,1102,1258,1547,2094,2716,3500,7337,11707,5202,3782,3402,2209,684,117
